G127.15-0.93	127.1500000 	-0.9333333 	-11.8      0      
G127.90+2.65	127.9000000 	2.6500000 	-11.3       0      
G132.97+0.74	132.9666700 	0.7416667 	-42.2       0      
G133.23+0.51	133.2333300 	0.5083333 	-49.2       0      
G133.51+0.12	133.5083300 	0.1166667 	-48.9       0      
G133.94+1.07	133.9416700 	1.0666667 	-46.5       0      
G134.05+0.72	134.0500000 	0.7166667 	-47.9       0      
G134.20+0.78	134.2000000 	0.7833333 	-49.6       0      
G142.13+0.49	142.1333300 	0.4916667 	-15.1       0      
G142.20+1.68	142.2000000 	1.6833333 	-11.6       0      
G142.32+1.35	142.3166700 	1.3500000 	-12.6       0      
G143.66-3.58	143.6583300 	-3.5833333 	-35.1      0      
G143.79-3.50	143.7916700 	-3.5000000 	-34.7      0      
G144.58-1.27	144.5833300 	-1.2666667 	-30.7      0      
G145.56-0.44	145.5583300 	-0.4416667 	-6.32      0      
G148.12+0.13	148.1250000 	0.1333333 	-33.0       0      
G148.36-0.20	148.3583300 	-0.2000000 	-4.13      0      
G148.84-1.28	148.8416700 	-1.2833333 	-25.6      0      
G150.17+4.27	150.1666700 	4.2750000 	4.54        0      
G150.35+3.91	150.3500000 	3.9083333 	3.02        0      
G150.35+3.93	150.3500000 	3.9333333 	3.17        0      
G150.44+3.63	150.4416700 	3.6333333 	-8.79       0      
G150.55+3.97	150.5500000 	3.9750000 	3.27        0      
G151.48+3.84	151.4833300 	3.8416667 	1.53        0      
G155.31+4.87	155.3083300 	4.8750000 	4.73        0      
G156.50+3.52	156.5000000 	3.5250000 	1.08        0      
G157.37+3.94	157.3750000 	3.9416667 	0.79        0      
G172.57+1.96	172.5750000 	1.9583333 	-16.4       0      
G172.72+2.57	172.7166700 	2.5666667 	-17.9       0      
G172.90+2.27	172.9000000 	2.2666667 	-17.3       0      
G173.16+2.56	173.1583300 	2.5583333 	-17.3       0      
G173.73+2.67	173.7333300 	2.6750000 	-16.5       0      
G173.78+2.67	173.7833300 	2.6666667 	-16.5       0      
G176.49+0.15	176.4916700 	0.1500000 	-18.8       0      
G176.50+0.21	176.5000000 	0.2083333 	-18.4       0      
G184.81-3.81	184.8083300 	-3.8083333 	2.70       0      
G184.82-3.87	184.8166700 	-3.8750000 	2.86       0      
G186.06-2.44	186.0583300 	-2.4416667 	1.21       0      
G186.95-3.82	186.9500000 	-3.8166667 	0.79       0      
G188.88+4.52	188.8750000 	4.5166667 	-4.29       0      
G189.11+0.64	189.1083300 	0.6416667 	2.44        0      
G189.34+0.07	189.3416700 	0.0666667 	1.43        0      
G189.60-0.06	189.6000000 	-0.0583333 	7.78       0      
G191.78+0.81	191.7833300 	0.8083333 	7.14        0      
G192.71-3.67	192.7083300 	-3.6666667 	5.24       0      
G192.74-3.69	192.7416700 	-3.6916667 	5.18       0      
G199.98+0.61	199.9833300 	0.6083333 	6.96        0      
G201.91+0.08	201.9083300 	0.0833333 	0.31        0      
G204.86+0.50	204.8583300 	0.5000000 	9.35        0      
G205.30-2.73	205.3000000 	-2.7333333 	17.72      0      
G207.65-1.68	207.6500000 	-1.6833333 	11.64      0      
G208.68+2.30	208.6750000 	2.3000000 	9.13        0      
G217.63-0.18	217.6333300 	-0.1833333 	25.72      0      

